Kapitelüberschriften;Nummerierung;H-003;H-005;H-021;H-016;H-001;H-015;H-012;H-006;H-007;dis H-003 H-005;dis H-003 H-021;dis H-003 H-016;dis H-003 H-001;dis H-003 H-015;dis H-003 H-012;dis H-003 H-006;dis H-003 H-007;dis H-005 H-021;dis H-005 H-016;dis H-005 H-001;dis H-005 H-015;dis H-005 H-012;dis H-005 H-006;dis H-005 H-007;dis H-021 H-016;dis H-021 H-001;dis H-021 H-015;dis H-021 H-012;dis H-021 H-006;dis H-021 H-007;dis H-016 H-001;dis H-016 H-015;dis H-016 H-012;dis H-016 H-006;dis H-016 H-007;dis H-001 H-015;dis H-001 H-012;dis H-001 H-006;dis H-001 H-007;dis H-015 H-012;dis H-015 H-006;dis H-015 H-007;dis H-012 H-006;dis H-012 H-007;dis H-006 H-007
;6769;ʒ wert ſi trugen vnd ſper;Swert ſi trvgen vn̄ ſpêr‧;ʒweꝛde ʒe dꝛogen vnde ſpeꝛe~;Swert ſie trugn̄ vnd ſper;ſert ſye trugen vnde ſper;S wert ſi trugen vnde ſper.;Swert ſe trugē vn̄ ſper;Swert ſy trugen vnd ſper;;0.24;0.46;0.2;0.24;0.08;0.24;0.12;1;0.54;0.28;0.36;0.23;0.24;0.2;1;0.54;0.46;0.46;0.54;0.46;1;0.24;0.19;0.16;0.16;1;0.19;0.28;0.16;1;0.23;0.12;1;0.17;1;1
;6770;a lʒ ſi gingen in ein her;Sam ſi giengen in ein hêr‧;oſte ʒe ginge in en heꝛe~;aals ob ſie gingn̄ in ein her;kam ſye gingen meyn her;ſam ſi giengen in ein her.;oft ſeghingen in ein her;Sain ſy giengen in ein her;;0.27;0.44;0.28;0.4;0.2;0.28;0.23;1;0.5;0.41;0.38;0.12;0.35;0.19;1;0.52;0.52;0.44;0.4;0.46;1;0.45;0.34;0.41;0.38;1;0.32;0.42;0.35;1;0.28;0.15;1;0.31;1;1
;6771;d͛ vngetruwe ſchalc iudaʒ;Der vngetrewe ſchalt indas‧;de vntꝛuwe ſcalk yndes~;Der vngetrewē fulſch Judas;der vngetruwe ſchall fudas;D er vngetreiw ſchalt iu das.;de vnghetr wwe ſtalk iudas;Der vnget ein ſchalch Iudas ſy furte;;0.26;0.44;0.46;0.19;0.32;0.31;0.47;1;0.37;0.37;0.19;0.21;0.33;0.42;1;0.62;0.38;0.54;0.42;0.61;1;0.35;0.39;0.46;0.5;1;0.25;0.31;0.44;1;0.36;0.42;1;0.53;1;1
;6772;S ie fuͦrte vnd ouch ir wiſer waʒ;Si fvͦrt vn̄ ovch ir weiſer was‧;myt en gink vnde eꝛ wyʒeꝛ was~;Sie furte vnd ir furer waʒ;ſye firte vnde ir wiſer was;ſi fuͦrte vnd iͤr weiſer waʒ.;myt ene ghink vn̄ er wiſer was;;;0.27;0.7;0.3;0.33;0.3;0.58;1;1;0.69;0.5;0.44;0.38;0.53;1;1;0.63;0.47;0.67;0.3;1;1;0.3;0.29;0.57;1;1;0.29;0.43;1;1;0.57;1;1;1;1;1
;6773;I heſus in engegen ginc;Ieſus in engegen gienc‧;yeſus enen tegen gink~;Jhnd in engegn̄ ging;heſus yn engegen ging;i eſus in enkegen giench.;vgus en vntieghē ghink;Ieſus vn engegen gieng;;0.17;0.39;0.39;0.17;0.17;0.57;0.22;1;0.35;0.43;0.22;0.12;0.57;0.13;1;0.59;0.32;0.38;0.5;0.36;1;0.38;0.5;0.55;0.41;1;0.29;0.5;0.14;1;0.58;0.21;1;0.55;1;1
;6774;V nd demuͦticliche er ſie in phinc;Demvtichlich er ſi enphienc‧;vnde ot modigen ʒe alle ent ſink~;demticklichn̄ er die enphing;vnde ſye demutiklich enpfing;vnd diemvͤtichleich ſi enphiench.;vnd och medelich ſe alle vntfenk;Vnd diemutichleich er ſy enpfieng;;0.41;0.71;0.41;0.56;0.44;0.62;0.38;1;0.7;0.32;0.79;0.34;0.72;0.33;1;0.64;0.64;0.73;0.45;0.73;1;0.75;0.59;0.72;0.45;1;0.56;0.66;0.48;1;0.69;0.27;1;0.61;1;1
;6775;e r ſprach ʒuͦ in wen ſuchet ir;Er ſprach zv in wen ſvͤchet ir‧;he ſpꝛak to ene wene ſoke gu~;Er ſprach wen ſuchet ir;Er ſprache ʒu yn wen ſuchet ir;E r ſprach ʒv in wen ſuecht iͤr.;heſprak to on wen ſoke gy;Er ſprach ʒv yn wen ſuht ir;;0.23;0.61;0.26;0.13;0.16;0.52;0.19;1;0.58;0.29;0.23;0.23;0.52;0.23;1;0.66;0.6;0.61;0.24;0.55;1;0.23;0.32;0.64;0.3;1;0.23;0.5;0.13;1;0.55;0.16;1;0.48;1;1
;6776;W o wolt ir hin daʒ ſaget mir;Wa welt ir hin daz ſagt mir‧;woꝛ gi willen hen dat ʒaget my~;Dwo wollet ir hin daʒ ſaget mir;Wa wolt ir hyn das ſaget mir;wo welt ir hin daʒ ſaget mir.;vor wille gedat ſaghet my;Wo welt ir hin daʒ ſaget mir;;0.21;0.45;0.13;0.14;0.07;0.55;0.07;1;0.55;0.26;0.18;0.14;0.64;0.14;1;0.48;0.48;0.45;0.39;0.45;1;0.19;0.13;0.52;0.13;1;0.14;0.57;0.14;1;0.54;0;1;0.54;1;1
;6777;wir ſuchen ſprachen ſi iheſum;Wir ſvchen ſprachen ſi ieſum‧;ſſpꝛeken wy ʒoken yeʒum~;Sie ſprachn̄ wir ſuchn̄ chin;vir ſuchen ſprachen ſye iheſim;W iͤr luͦchen pprachen ſi ieſamn;Seſprakē we ſokē ihun;Wir ſuchen ſprachen ſy ſeſum;;0.1;0.72;0.72;0.13;0.25;0.72;0.1;1;0.69;0.76;0.23;0.25;0.76;0.14;1;0.79;0.73;0.75;0.62;0.68;1;0.7;0.75;0.54;0.75;1;0.34;0.73;0.17;1;0.81;0.28;1;0.79;1;1
;6778;d en man heiʒit naꝛarenum;Den man heizzet nazaremum‧;den man de het naʒaꝛenum~;den man heiſſet naʒaremū;don man heiſſet naʒarenym;den man haiʒʒet naʒ arenvm.;den man heitet naʒireuū;Den man haiʒʒet Ieſum naʒarenum;;0.27;0.32;0.32;0.28;0.27;0.28;0.35;1;0.31;0.23;0.27;0.31;0.27;0.39;1;0.32;0.32;0.35;0.32;0.39;1;0.16;0.27;0.17;0.39;1;0.23;0.28;0.35;1;0.31;0.26;1;0.39;1;1
;6779;I heſus ſprach duͦ daʒ bin ich;Ihē ſprach do daz bin ich‧;yeſus ſpꝛk do dat bin ik~;vuſer her ſprach daʒ bin ich;Jheſus ſprach do das byn ich;I eſus ſprach do daʒ bin ich.;Ihut ſprak do dat bȳ ik;Ieſus ſprach do daʒ pin ich;;0.3;0.4;0.4;0.2;0.1;0.43;0.17;1;0.5;0.46;0.29;0.25;0.38;0.26;1;0.57;0.36;0.32;0.36;0.33;1;0.46;0.39;0.61;0.43;1;0.14;0.39;0.18;1;0.39;0.07;1;0.41;1;1
;6780;v me wilche ſache ſuͦchit ir mich;vmb welhe ſache ſrcht ir mich‧;vme welke ʒake ʒoke gꝛ myk~;war vmb ſuchet ir mich;vmb wolche ſache ſuchet ir mich;vmb welhe ſache ſuͦchet ir mich.;vme welke ſake ſokemich;Vmb welhe ſache ſuht ir mich;;0.24;0.58;0.52;0.15;0.15;0.48;0.21;1;0.53;0.5;0.16;0.13;0.43;0.1;1;0.81;0.55;0.52;0.33;0.5;1;0.45;0.45;0.7;0.46;1;0.1;0.45;0.13;1;0.42;0.1;1;0.39;1;1
;6781;d uͦ ſie iheſuſ woꝛt gehoꝛten;Da ſi ihn woꝛt gehoꝛten‧;do ʒe yeſum woꝛd hoꝛden~;do vuſer herr daʒ geſprach;do ſie iheſus wort gehorten;d o ſi ieſus wort gehorten.;do ſt iheſus wo rt ghehoꝛdē;Do ſy leſus wort gehorten;;0.31;0.45;0.69;0.21;0.24;0.41;0.34;1;0.54;0.77;0.33;0.35;0.48;0.4;1;0.77;0.44;0.46;0.52;0.44;1;0.63;0.69;0.74;0.65;1;0.11;0.3;0.15;1;0.33;0.12;1;0.33;1;1
;6782;A lle gelich voꝛ groʒen voꝛchen;alle gelich voꝛ grozen voꝛhten‧;alle van gꝛoten vꝛuchten~;Ein groſ ʒeichn̄ do geſchach;alle glich ſie ſich forchten;alle geleich von groʒʒen vorchten.;ſale gach vā grote vrochtē;Alle geleich vor groʒʒen vorhten;;0.16;0.52;0.74;0.45;0.18;0.45;0.22;1;0.48;0.84;0.45;0.21;0.45;0.19;1;0.86;0.61;0.45;0.58;0.53;1;0.79;0.76;0.82;0.78;1;0.39;0.61;0.44;1;0.45;0.06;1;0.47;1;1
;6783;Irſcroken vnd kerten wider;Er ſchraken vn̄ cherten wider‧;voꝛ ſcꝛekke den vnde ceꝛden wedde~;Sie erſturbn̄ vnd fielen inder;ſye erſchraken vnde karten vnder;E rſchralten vnd cherten wider.;Ir ſcrakē vnde ledē wedder;Erſchrachten ſy vnd cherten wider;;0.27;0.5;0.53;0.34;0.27;0.46;0.33;1;0.53;0.63;0.41;0.2;0.5;0.27;1;0.65;0.56;0.53;0.47;0.62;1;0.44;0.53;0.6;0.58;1;0.34;0.53;0.48;1;0.57;0.18;1;0.61;1;1
;6784;V nd vilen vf di erden nider;Vn̄ vielen vf die erde nider‧;vnde villen vppe de eꝛden neddeꝛ~;alley vff die erdn̄ ſidder;vnde vilen vff dye erden nyder;vnd vielen ouf di erde inder;vnde vellen vp de erde wo nedder;Vnd vielen auf dy erde nider;;0.21;0.36;0.5;0.2;0.25;0.34;0.21;1;0.39;0.48;0.27;0.24;0.38;0.21;1;0.58;0.3;0.42;0.27;0.39;1;0.47;0.54;0.53;0.57;1;0.3;0.31;0.23;1;0.38;0.14;1;0.38;1;1
;6785;N vdas ir vngetruwer gewerte;Ivdas ir vngetrewer geverde‧;vndas eꝛ vn tꝛuwe weꝛde~;;Jndas der vngetruwe geberte;I vdas ir vngetrew geuerte.;Idas ir vnghetruwe gheverde;Iudas du vngetrewer geverte;;0.21;0.5;1;0.25;0.18;0.29;0.25;1;0.5;1;0.32;0.21;0.21;0.18;1;1;0.44;0.62;0.52;0.56;1;1;1;1;1;1;0.3;0.3;0.26;1;0.3;0.26;1;0.3;1;1
;6786;h ieʒ ſi vf ſten von der erde·;Hiez ſi vf ſten von der erde‧;ʒe vpp ſtan vandeꝛ eꝛden~;;his ſyevff ſten von der erde;hieʒ ſi ouf ſten von der erde.;het ſe vpſtan vāder erde;Ieſus hieʒ ſy auf ſten von der erde;;0.1;0.53;1;0.23;0.13;0.37;0.29;1;0.52;1;0.21;0.14;0.34;0.31;1;1;0.54;0.55;0.52;0.63;1;1;1;1;1;1;0.21;0.39;0.31;1;0.38;0.23;1;0.49;1;1
;6787;O uch ſprach d͛ vngetruwe man;Ovch ſprach der vngetrnte man‧;il ſpꝛak de vntuuwe man~;Jndas der vnge trew man;auch ſprach der vngetruwe man;o uch ſprach der vngetrew man.;ok ſprak devnghetruwe mā;Doch ſprach der vngetrewe man;;0.23;0.45;0.55;0.14;0.14;0.38;0.21;1;0.47;0.5;0.17;0.2;0.43;0.17;1;0.62;0.41;0.52;0.46;0.45;1;0.45;0.41;0.62;0.41;1;0.14;0.38;0.1;1;0.45;0.14;1;0.38;1;1
;6788;d aʒ ʒeichen mirket alle dar an;Daz zaichen merket alle dar an‧;de teken maket alle an~;Sprach nu merckt allen dar an;daʒ neichen merket alle dar an;daʒ ʒeichen merket alle an.;dat teykē merket alle an;Daʒ ʒaichen mercket alle an;;0.19;0.45;0.45;0.1;0.19;0.42;0.26;1;0.45;0.39;0.13;0.26;0.42;0.26;1;0.62;0.43;0.35;0.33;0.41;1;0.4;0.55;0.55;0.48;1;0.17;0.37;0.23;1;0.27;0.07;1;0.33;1;1
;6789;d en ich kuſʒen an ſinen muͦnt;Den ich chvſſe fvr ſinen mvnt‧;den ick cuſſe voꝛ ʒine mund~;wen ich kuſſe an ſinē mūt;don ich kuſſe an ſynen mynt;D en ich chvʒʒ fuͦr ſeinen mont.;den ik kuſte voꝛ ſynē mut;Den ich chuſe an ſeinen mund;;0.4;0.43;0.3;0.23;0.39;0.43;0.27;1;0.37;0.4;0.33;0.29;0.5;0.3;1;0.43;0.43;0.52;0.32;0.36;1;0.26;0.52;0.36;0.36;1;0.45;0.41;0.29;1;0.58;0.32;1;0.5;1;1
;6790;d aʒ iſt er daʒ ſie uch kuͦnt;Der iſt der daz ſei ev chvnt‧;dat is he dat ʒi yw cund~;daʒ iſt er daʒ ſie vch kunt;Daʒ iſt er das ſye uch kunt;daʒ iſt er daʒ ſei ew chvnt.;dat is he dat ſi iu kūt;Der iſt eʒ daʒ tvn ich euch chunt;;0.48;0.55;0.1;0.14;0.31;0.48;0.42;1;0.52;0.41;0.45;0.21;0.52;0.42;1;0.52;0.56;0.48;0.32;0.61;1;0.11;0.26;0.44;0.39;1;0.33;0.48;0.42;1;0.48;0.39;1;0.61;1;1
;6791;a ber iheſus ſprach ʒu in;aber iefus ſprach zv in‧;oueꝛ ſpꝛak neʒus to en~;Aber ihns ſprach ʒu in;aber iheſus ſprach ʒu yn;I eſus aber ſprach ʒv in.;Aner ſprak iheſus do en;Aber ſeſus ſprach ʒv in;;0.24;0.8;0.16;0.08;0.44;0.68;0.16;1;0.75;0.25;0.25;0.5;0.67;0.17;1;0.78;0.79;0.83;0.39;0.74;1;0.17;0.42;0.65;0.22;1;0.5;0.67;0.17;1;0.75;0.42;1;0.61;1;1
;6792;Wen ſuchet ir wo wolt ir hin;Wen ſvcht ir wa welt ir hin̂‧;wene ſake gi woꝛ wille gr hen~;wen ſucht ir ader wo wolt ir hin;wen ſuchet ir va wolt ir hyn;wen ſucht ir wo welt ir hin.;Wen ſuke go wur wil gy hen;Wen ſuht ir wo welt ir hin;;0.21;0.47;0.19;0.11;0.07;0.43;0.11;1;0.53;0.31;0.24;0.14;0.52;0.17;1;0.59;0.53;0.47;0.3;0.43;1;0.28;0.19;0.5;0.22;1;0.18;0.46;0.21;1;0.44;0.04;1;0.42;1;1
;6793;d aʒ tuͦn wir iheſum;Si ſprachen wa iſt der ieſus‧;ʒe ſpꝛeken woꝛ is de yhʒus~;Sie ſprochn̄ wo iſt thnd;ſye ſprachen va iſt der iheſus;S i ſprachen wo iſt der ieſus;Seprekē woris de cheuut;Sy ſprachen wo iſt ſeſus;;0.66;0.7;0.79;0.63;0.66;0.78;0.67;1;0.52;0.52;0.2;0.1;0.62;0.28;1;0.63;0.53;0.52;0.44;0.56;1;0.53;0.48;0.75;0.42;1;0.2;0.6;0.33;1;0.59;0.24;1;0.71;1;1
;6794;d͛ da iſt geheiʒen naʒarenum;Der iſt gehaizzen nazaren‧;de daꝛ het naʒeꝛum~;der do heiſſet naʒarena;der da heiſſet naʒarenns;der do heiʒʒet naʒarenis.;de dar het nayarenus;Der do haiʒʒet naʒarenus;;0.36;0.54;0.5;0.46;0.46;0.46;0.46;1;0.65;0.42;0.46;0.46;0.54;0.42;1;0.52;0.5;0.54;0.35;0.5;1;0.12;0.17;0.43;0.21;1;0.17;0.33;0.21;1;0.38;0.08;1;0.33;1;1
;6795;I heſus ſprach ich ſagt uch e;Jeſus ſprach ich ſagt ev ê‧;yeʒus ſpꝛak ik weꝛet wa~;vuſer herr ſprach ich ſagt vch E;Jheſus ſprach ich ſayt uch e;i eſus ſprach ich ſagt ew e.;Iheſus ſprak ik ſagheder ine;Ieſus ſprach ich ſaget euches ee;;0.28;0.62;0.28;0.1;0.14;0.41;0.22;1;0.59;0.44;0.25;0.19;0.46;0.28;1;0.72;0.61;0.56;0.46;0.59;1;0.34;0.38;0.62;0.47;1;0.21;0.46;0.25;1;0.39;0.25;1;0.44;1;1
;6796;d aʒ ich d͛ wer waʒ wolt ir me;Daz ichz der wer waz welt ir mê‧;walle hi my dat ik dit weꝛe~;daʒ ich er wer daʒ wolt ir me;daʒ ich der wer was wolt ir me;daʒ ich der wære waʒ wolt ir me.;dat ik de wē wat wil gÿ me;Daʒ ich der were waʒ welt ir mir;;0.28;0.77;0.13;0.13;0.16;0.4;0.22;1;0.75;0.25;0.19;0.25;0.44;0.19;1;0.76;0.77;0.77;0.68;0.78;1;0.1;0.13;0.45;0.19;1;0.1;0.37;0.16;1;0.39;0.12;1;0.44;1;1
;6797;S uchet ir mich ſo laſt geneſen;Svͦcht ir mich ſo lat geneſen‧;ſoke gi my ſo latet neʒen~;Sucht ir mich ſo laſt geneſen;ſuchet ir mich ſo laſſet geneſen;S uͦchet ir mich ſo laʒʒet geneſen.;Goket gy nick ſo latet gheueſen;Suchet ir mich ſo laʒʒet geneſen;;0.16;0.55;0.06;0.12;0.12;0.42;0.12;1;0.53;0.13;0.25;0.21;0.45;0.22;1;0.55;0.47;0.53;0.42;0.5;1;0.12;0.18;0.39;0.12;1;0.15;0.38;0.09;1;0.41;0.06;1;0.38;1;1
;6798;d i mit mir nv hi ſint geweſen;Die mit mir ſint nv hie geweſen‧;de myt my ſint hir ge weʒen~;Die ir mit mir ſint geweſen;dye hie mit mir ſynt geweſen;di mit miͤr hie nv ſint geweſen.;De myt mir hir helbet gheweſen;Dy mit mir nu hie ſind geweſen;;0.34;0.53;0.3;0.37;0.23;0.4;0.17;1;0.34;0.34;0.41;0.28;0.41;0.38;1;0.5;0.57;0.48;0.47;0.53;1;0.14;0.32;0.4;0.37;1;0.39;0.4;0.37;1;0.35;0.29;1;0.4;1;1
;6799;d u ginc indaʒ ī der ſtunt;Do gienc ivdas an der ſtvnt;do gink yndes an deꝛ ſtund~;do ging Judas in der ſtund;audas hin ʒu ging inder ſtunt;ʒ v giench wdaſ in der ſtunt;do ghink andas inder ſtut;Aber gieng ſudaʒ in der ſtunt;;0.3;0.41;0.35;0.48;0.32;0.35;0.34;1;0.33;0.26;0.59;0.32;0.33;0.34;1;0.26;0.62;0.5;0.33;0.48;1;0.48;0.36;0.27;0.28;1;0.52;0.48;0.48;1;0.43;0.31;1;0.41;1;1
;6800;I heſum ʒuͦ kuſſen an ſinen muͦnt;Ihin ze chvſſen an ſinen mvnt‧;yeʒum cuſſede voꝛ de mund~;vnd kuſt vuſern hern an ſinē mūt;Jheſum ʒu kuſſene an ſynen mvnt;ieſu ʒe buſſen ſeinen mvnt.;vnde kuſteihin an ſyne mūt;Vn chuſſet feſu an ſeinen mund;;0.42;0.64;0.61;0.21;0.36;0.58;0.55;1;0.7;0.66;0.42;0.4;0.57;0.57;1;0.75;0.58;0.65;0.81;0.67;1;0.66;0.66;0.38;0.56;1;0.35;0.55;0.61;1;0.69;0.5;1;0.57;1;1
;6801;V nd ſprach ane rabi;Got‧ vn̄ ſprach ane rabp‧;legude vnde ſpꝛak ane ꝛaby~;vnd ſprach ane rabt̄;her ſprach ʒu ymane raby;b oͤt vnd ſprach ane rabi.;beghūde vnde ſprak ane rak;Ʒv got ſprach er aue rabi;;0.32;0.52;0.15;0.42;0.24;0.5;0.32;1;0.48;0.32;0.6;0.28;0.5;0.52;1;0.52;0.67;0.48;0.3;0.74;1;0.42;0.32;0.54;0.44;1;0.6;0.73;0.48;1;0.42;0.48;1;0.73;1;1
;6802;I ħe ſprach dem graʒ iſt bi;Ihē ſprach dem grvz iſt bei‧;yhus ſpꝛak deme gꝛute is by~;vnſer herr ſprach dem gruß iſt bÿ;heſus ſprach deme gruſſe iſt bye;ieſus ſprach dem gruͦʒ iſt bei.;vus vrak deme grote is by;I eſus ſprach per dem gruʒʒe iſt;;0.25;0.57;0.33;0.38;0.23;0.56;0.44;1;0.57;0.42;0.41;0.27;0.57;0.56;1;0.61;0.38;0.47;0.29;0.62;1;0.45;0.39;0.61;0.58;1;0.22;0.41;0.41;1;0.5;0.34;1;0.62;1;1
;6803;F alſch vntruwe vnd haʒ;Valſch vntriw neit vn̄ hâz‧;valch vntꝛuwe vnde ꝛad~;Gorn vntrewe vnd haß;ſalſch vntruwe nyt vnde has;V alſch vntrew neit vnd haʒ.;val ch vtruwe vndehat;Ealſch vntrew nevd vnd naʒ;;0.41;0.35;0.39;0.3;0.22;0.26;0.31;1;0.48;0.56;0.37;0.22;0.44;0.33;1;0.48;0.37;0.44;0.3;0.46;1;0.48;0.44;0.48;0.46;1;0.3;0.33;0.33;1;0.37;0.19;1;0.42;1;1
;6804;W an du mich verraden haſt;Want dv mich ver raten haſt‧;wente du my voꝛ ꝛaden haſt~;wan du mich bratn̄ haſt;wen du mich vorraten has;wand du mich verraten haſ.;Den du mik vor raden haſt;Wan du mich veraten haſt;;0.21;0.44;0.27;0.23;0.15;0.27;0.12;1;0.39;0.32;0.29;0.18;0.32;0.18;1;0.52;0.44;0.48;0.3;0.44;1;0.33;0.28;0.44;0.17;1;0.16;0.28;0.21;1;0.36;0.12;1;0.32;1;1
;6805;We mit iudas vil armer man;We dir ivdas vil armer man‧;we dy yndas vil aꝛme man~;we dir judas du armer man;wie dir Jn das armer man;W e diͤr iudas vil armer man.;De dir udas vil arm man;Wedir ſſudaʒ vil armer man;;0.15;0.31;0.23;0.38;0.14;0.23;0.23;1;0.26;0.22;0.33;0.14;0.22;0.22;1;0.4;0.48;0.32;0.32;0.38;1;0.24;0.21;0.28;0.27;1;0.32;0.46;0.38;1;0.21;0.21;1;0.27;1;1
;6806;W arūme haſtu daʒ getan;Warvmbe haſt dv daz getan‧;woꝛ vme heſtu dat ge dan~;war vmb haſtu daʒ gethan;war vmb haſt du das getan;war vmbe haſtv daʒ getan.;Dur v̄me haſtu dat ghetan;;;0.31;0.36;0.21;0.28;0.21;0.32;1;1;0.46;0.31;0.19;0.19;0.42;1;1;0.32;0.4;0.36;0.36;1;1;0.16;0.12;0.28;1;1;0.2;0.32;1;1;0.28;1;1;1;1;1
;6807;W arūme haſtu verraden mich;Warvmb haſt dv v͛nten mich‧;;war vmb haſtu bratn̄ mich;War vmb haſtu vor raten mich;w ar vmbe haſtv v͛raten mich.;vor v̄me haſtu vor radē mach;Warumb haſtu verraten mich;;0.41;1;0.37;0.25;0.25;0.39;0.15;1;1;0.37;0.32;0.29;0.57;0.3;1;1;1;1;1;1;1;0.21;0.25;0.43;0.27;1;0.21;0.29;0.14;1;0.46;0.25;1;0.43;1;1
;6808;W ie han ich daʒ virdienet wider dich;Wie han ich daz gedient wid͛ ich‧;wo han ick dat voꝛ deuet and dy~;wie han ich daʒ v͛ dint vmb dich;wye han ichs vonſdynt vmb dich;wie han ich gedient daʒ vmbe dich.;Du han ik dat vordent andich;Wie han ich daʒ verdienet vmb dich;;0.27;0.46;0.27;0.46;0.46;0.43;0.19;1;0.55;0.33;0.48;0.42;0.45;0.29;1;0.47;0.56;0.64;0.34;0.44;1;0.28;0.33;0.41;0.12;1;0.39;0.5;0.32;1;0.61;0.35;1;0.38;1;1
;6809;d ie iuden ʒuͦ iheſu gingen;Die ivden zv ieſi giengen‧;de yoden do alle to gungen~;die Juden zu ihn̄ gingn̄;dye Juden do ʒu iheſu gingen;d ie iuden ʒu ieſu giengen.;de ioden alle do toghinghen;Dy luden ʒv eſu giengen;;0.33;0.56;0.33;0.25;0.11;0.56;0.33;1;0.52;0.35;0.43;0.23;0.56;0.31;1;0.56;0.46;0.56;0.41;0.52;1;0.36;0.35;0.59;0.5;1;0.29;0.57;0.32;1;0.56;0.23;1;0.52;1;1
;6810;I n ane griffen vnd viengen;In ane griffen vn̄ viengen‧;yeʒin an gꝛeppen vnde vngen~;Jn an griffn̄ vnd fingn̄;vn an griffen vnde vingen;m an griffen vnde viengen.;Ihn̄ ane grepē vnde venghen;Vn an griffen vnd viengen;;0.11;0.46;0.33;0.19;0.19;0.37;0.11;1;0.46;0.33;0.22;0.22;0.44;0.15;1;0.54;0.36;0.43;0.46;0.43;1;0.28;0.36;0.56;0.28;1;0.12;0.41;0.08;1;0.44;0.12;1;0.44;1;1
;6811;e in ſwert von einen petrus ʒuchte;Ein ſwert von eine petrus zvckt;eyn ſweꝛt ʒunte peteꝛ toch~;Gn ʒwert petro ʒuchte;Ein ſwert do petrus ruchte;e in ſwert von einem petrus ʒulte.;Eyn ſwert dd peter ruchte;Ein ſwert Petrus ʒucht;;0.18;0.5;0.47;0.29;0.09;0.44;0.35;1;0.48;0.58;0.35;0.21;0.52;0.39;1;0.59;0.52;0.55;0.41;0.52;1;0.35;0.55;0.36;0.27;1;0.36;0.19;0.19;1;0.52;0.42;1;0.36;1;1
;6812;An einen iuden mit grime ruchte;An einen ivden mit grīm er rvckt‧;an enem yoden myt gꝛune ſlach~;An einē ſudn̄ mit geūne ruchte;an eynen Jnden grymlich ʒuchte;an einen ivden in̄ grumne rukte.;An eyne iodē mit grīme ruchte;An einen vnden mit grimme rucht;;0.21;0.42;0.26;0.39;0.26;0.19;0.13;1;0.48;0.42;0.48;0.27;0.3;0.24;1;0.5;0.6;0.48;0.47;0.42;1;0.57;0.45;0.3;0.35;1;0.48;0.47;0.42;1;0.39;0.32;1;0.29;1;1
;6813;V nd im nach dem halſe ſluc;Vn̄ im nach dem halſe ſlvͦc‧;vnde em na deme halʒe ſloch~;vnd im nach dē hals ſlugk;vnde ym nach dem hahe flug;V nd im nach dem haiſe ſuͦg.;vn̄ eme nadem halſe ſcluch;Vnd ym nach dem halʒ ſlug;;0.18;0.36;0.26;0.26;0.15;0.33;0.19;1;0.39;0.32;0.36;0.25;0.32;0.29;1;0.46;0.39;0.46;0.32;0.36;1;0.31;0.33;0.5;0.2;1;0.3;0.5;0.15;1;0.44;0.26;1;0.42;1;1
;6814;d͛ ſlac ein weme uber druc;Der ſlac ein lvtzel vb͛ trvͦc‧;de ſlach en luttick aueꝛ dꝛoch~;der ſlagk ein lucʒel abe trugk;der ſlag ein luʒel vber trug;der ſlack ein litʒel vber trvͤt.;de ſclach ein butʒel ouer druch;Der ſlag ein lucʒel uber taug;;0.47;0.55;0.47;0.36;0.42;0.35;0.38;1;0.58;0.37;0.33;0.26;0.45;0.4;1;0.55;0.58;0.55;0.39;0.58;1;0.17;0.26;0.39;0.17;1;0.23;0.35;0.1;1;0.35;0.29;1;0.39;1;1
;6815;V nd ſluc im ab daʒ oꝛe gar;vn̄ ſlvg im ab daz oze gar‧;vnde huw eme aff dat oꝛe gaꝛu~;vnd ſlugk im abe ſin er gar;vnde ſlug ym das ore ab gar;V nd ſluͦg im ab daʒ ore gai.;vnde hon ein af ſyne orē gar;Vnd ſlug ym ab daʒ ore gar;;0.26;0.43;0.37;0.44;0.14;0.54;0.15;1;0.5;0.41;0.48;0.29;0.57;0.22;1;0.6;0.57;0.5;0.47;0.43;1;0.41;0.36;0.5;0.3;1;0.43;0.54;0.3;1;0.57;0.14;1;0.5;1;1
;6816;I ħc ſach vm vnd mam daʒ war;Ieſus ſah vmbe vn̄ nam des war‧;ye ſus ʒach vm̄e vnde nam deꝛ waꝛ~;des nam vuſer here got war;Jheſus ſach hin vmb vnde nam des war;ieſus ſach vmbe vnd nam den cc;ſus ſach v̄me vnde nam des war;Ieſus ſach vmb vnd nam deʒ war;;0.39;0.41;0.68;0.42;0.4;0.33;0.23;1;0.29;0.61;0.31;0.23;0.26;0.16;1;0.65;0.36;0.29;0.26;0.26;1;0.67;0.73;0.6;0.63;1;0.33;0.25;0.22;1;0.3;0.17;1;0.2;1;1
;6817;;Er ſprach petyr tvͦ hin daz ſivt‧;yheʒus ſach vm̄e vnde nan des waꝛ~;Er ſprach pet diſ ſwert du hin;Er ſprach petre du yn das ſwert;E rſprach peter tuͦ in daʒ ſwer.;he ſprak pet do in din ſwert;Er ſprach tu vn daʒ ſwert;;1;1;1;1;1;1;1;1;0.74;0.48;0.36;0.3;0.48;0.42;1;0.76;0.62;0.68;0.68;0.65;1;0.52;0.58;0.6;0.47;1;0.29;0.32;0.26;1;0.39;0.35;1;0.43;1;1
